time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
1.02,-0.32163665,-0.052102696,0.26961035,0.18664852,-0.2955629,0.10860477,0.14388885,0.27217457,0.2110902,0.090631485,-0.060134754,0.10553103
1.03,-0.31677952,-0.04089487,0.27577457,0.1785828,-0.29627815,0.11732915,0.15722461,0.29029244,0.22552676,0.10412391,-0.05067361,0.11166662
1.04,-0.3067687,-0.034416188,0.27237487,0.17030638,-0.28957272,0.11879799,0.16304757,0.31153476,0.24118695,0.11803639,-0.041336574,0.11228565
1.05,-0.29810262,-0.024733411,0.273251,0.16106717,-0.2857315,0.12419707,0.17575292,0.33379114,0.26047146,0.13400272,-0.032610748,0.12246334
1.06,-0.2924825,-0.008207599,0.28429946,0.15011778,-0.28841686,0.13786636,0.19025078,0.35946754,0.27934334,0.15082757,-0.018469159,0.13300225
1.07,-0.28327134,0.004202635,0.28761876,0.1392771,-0.28545558,0.14563121,0.19470558,0.37922153,0.2953387,0.16891558,-0.0085766865,0.14018402
1.08,-0.28183025,0.012791042,0.29455563,0.13434467,-0.28823152,0.15342104,0.19648413,0.38978562,0.30703,0.18177196,0.0002074623,0.15017416
1.09,-0.27450284,0.02895409,0.30339807,0.12249584,-0.28894857,0.16596644,0.19583686,0.39625603,0.3150049,0.1928144,0.009543304,0.15602076
1.1,-0.2662212,0.045958057,0.31211045,0.10981569,-0.2891387,0.1787918,0.18515824,0.39394417,0.31798208,0.19722761,0.020401463,0.167142
1.11,-0.26475003,0.056625653,0.32154354,0.10375966,-0.2931081,0.1889412,0.16834347,0.37936696,0.31451464,0.19366679,0.026606018,0.17304432
1.12,-0.2527115,0.076691,0.32949737,0.087807015,-0.29110074,0.20277758,0.1472132,0.36382565,0.3102381,0.19589722,0.036299694,0.18462543
1.13,-0.24452543,0.0865903,0.3310165,0.0787515,-0.28780594,0.20857978,0.12353546,0.3341132,0.29135934,0.19234297,0.04463997,0.19467622
1.14,-0.25279278,0.07236034,0.32515758,0.089941666,-0.2888857,0.19856586,0.10024755,0.2915147,0.25617224,0.17354734,0.041582156,0.19249494
1.15,-0.269241,0.051192015,0.32040265,0.10875173,-0.29479352,0.18555573,0.08375754,0.24217293,0.20751813,0.13560508,0.02075008,0.18462604
1.16,-0.28972018,0.029587183,0.31927818,0.12977384,-0.30448914,0.17416717,0.06689177,0.19382387,0.1575366,0.094718084,-0.0065685613,0.16372947
1.17,-0.30685666,0.017562987,0.32432532,0.14436954,-0.31554013,0.1706083,0.05962983,0.16003759,0.11757167,0.061995547,-0.034014218,0.14434454
1.18,-0.32541907,0.00021247922,0.32566902,0.16241813,-0.32554334,0.16264796,0.05825521,0.13109046,0.08432322,0.034611706,-0.056378312,0.12764479
1.19,-0.32924587,-0.0062118224,0.32292396,0.16748619,-0.3260418,0.15802433,0.049512483,0.112994164,0.06273825,0.014627707,-0.07152033,0.11513577
1.2,-0.33687794,-0.012897659,0.32386553,0.17457911,-0.33035958,0.15517947,0.04736646,0.10494588,0.050403655,0.0029951131,-0.07948045,0.108345866
1.21,-0.34576485,-0.023812978,0.32193637,0.18446335,-0.33395848,0.14887722,0.048221767,0.09832152,0.04573911,-0.0074420725,-0.087081686,0.10389862
1.22,-0.35156438,-0.022377366,0.3292439,0.18674745,-0.34045246,0.15320037,0.05094746,0.09698785,0.04337508,-0.012166165,-0.090360835,0.101476006
1.23,-0.34823847,-0.020035114,0.32819653,0.18394266,-0.33821023,0.15391639,0.05519481,0.09776746,0.045753863,-0.012544066,-0.091057636,0.098412305
1.24,-0.34785825,-0.019479651,0.3283486,0.1834532,-0.33814666,0.15406637,0.06209709,0.10198042,0.048726264,-0.008439169,-0.094356,0.10024119
1.25,-0.3493627,-0.017538024,0.33176482,0.18315688,-0.34053168,0.15680736,0.062122893,0.10287638,0.048701193,-0.008286518,-0.09312955,0.09150498
1.26,-0.35300276,-0.016086236,0.33686256,0.18414943,-0.3449058,0.16017054,0.06265303,0.1043761,0.052798197,-0.007268291,-0.09588556,0.08281332
1.27,-0.3496253,-0.016671363,0.33292866,0.18280327,-0.3411797,0.15792857,0.06063628,0.106960475,0.05676813,-0.0051099733,-0.09369228,0.084859245
1.28,-0.35184965,-0.020085873,0.33169198,0.18583341,-0.34180436,0.15553424,0.061828755,0.10660934,0.061110638,-0.0037109654,-0.0941326,0.08188632
1.29,-0.36044002,-0.023357928,0.33710197,0.19170175,-0.348881,0.15667371,0.06677613,0.107325286,0.062823154,-0.0022877993,-0.09510386,0.079968266
1.3,-0.35858315,-0.021232005,0.3373097,0.1896456,-0.34795383,0.15774423,0.06943001,0.107737854,0.061109975,-0.0036192234,-0.0962996,0.07907741
1.31,-0.36286646,-0.025292804,0.33759248,0.19384702,-0.35024285,0.15588383,0.070215896,0.10508022,0.05844926,-0.004663645,-0.096113846,0.08189727
1.32,-0.36206588,-0.026080482,0.33605173,0.19390309,-0.34910703,0.15475169,0.06688952,0.09934393,0.050089635,-0.0058410023,-0.10015471,0.079224706
1.33,-0.3622184,-0.027813079,0.3342832,0.1947404,-0.34820357,0.15291296,0.06428245,0.09515925,0.04414229,-0.010035759,-0.10528937,0.076010935
1.34,-0.36529365,-0.03110038,0.33420613,0.19790825,-0.349684,0.15136613,0.0559613,0.0865716,0.034995567,-0.018336857,-0.10876165,0.07152767
1.35,-0.36409843,-0.030283777,0.33375213,0.19687071,-0.3490237,0.15153834,0.05479872,0.085370846,0.03664167,-0.015243272,-0.10546357,0.06972608
1.36,-0.36299682,-0.031431988,0.33151793,0.19683619,-0.34721223,0.1497642,0.054944765,0.07990707,0.029938156,-0.019943679,-0.10864127,0.07477997
1.37,-0.36693987,-0.031595297,0.33533448,0.19904648,-0.35110936,0.15159646,0.051428597,0.07420793,0.021306012,-0.027397014,-0.111870326,0.0702459
1.38,-0.36389783,-0.010205847,0.3537917,0.1868064,-0.35889262,0.17153616,0.071321234,0.08724273,0.036103245,-0.015246607,-0.10042098,0.08050253
1.39,-0.3518447,0.023410335,0.37525946,0.16397512,-0.36362624,0.19908552,0.09381003,0.10723381,0.051816117,0.002258062,-0.08395676,0.09539125
1.4,-0.35459054,0.056266934,0.4108984,0.14891692,-0.38282737,0.23334341,0.08779813,0.104060605,0.05683139,0.0064609526,-0.07863901,0.103108615
1.41,-0.34989533,0.09229887,0.44238096,0.12848325,-0.3962301,0.2670269,0.060448825,0.07873087,0.048058104,0.0021191195,-0.07962555,0.10494297
1.42,-0.32873008,0.10484809,0.43362594,0.11173673,-0.38110572,0.2690121,0.023967598,0.059660703,0.037514526,0.0012697862,-0.070452996,0.120199665
1.43,-0.33474463,0.10598593,0.4407068,0.11410635,-0.3877534,0.27308667,0.015795413,0.04819559,0.020323183,-0.008547731,-0.07599781,0.11669574
1.44,-0.30299714,0.09981721,0.40259048,0.101284355,-0.352784,0.25097156,-0.013507246,0.037496313,0.007935735,-0.010512338,-0.06976955,0.13193402
1.45,-0.32734796,0.043303408,0.37081605,0.14173235,-0.34899363,0.20692635,0.011433303,0.048967674,0.008098188,-0.014760478,-0.07699252,0.12132063
1.46,-0.38111457,-0.009483456,0.3716147,0.19503537,-0.37629232,0.18082036,0.037985664,0.049294684,-0.0013160384,-0.034150768,-0.10884824,0.084252544
1.47,-0.38135174,-0.056450423,0.32487178,0.21860206,-0.3531073,0.13397832,0.036614716,0.049676422,-0.0052816933,-0.04247627,-0.118855596,0.08017306
1.48,-0.3939959,-0.07009244,0.32385734,0.23181748,-0.3589707,0.1266527,0.033996183,0.03996848,-0.015112152,-0.055165205,-0.12939234,0.06955298
1.49,-0.38898474,-0.07821134,0.31070602,0.23331445,-0.34985772,0.11604176,0.039378725,0.04758225,-0.0083957985,-0.04975016,-0.12806055,0.06979903
1.5,-0.39671308,-0.081461966,0.31536552,0.2388285,-0.3560542,0.11678151,0.05334644,0.05460605,-0.0033185538,-0.053838316,-0.13480286,0.061260656
1.51,-0.39527318,-0.09273891,0.3024021,0.24374953,-0.3488926,0.10461601,0.050866198,0.05342251,-0.001986112,-0.04984949,-0.12943733,0.061816234
1.52,-0.408531,-0.08719217,0.32128158,0.24761277,-0.36486876,0.11671225,0.06330437,0.061006192,-0.0026120914,-0.059199527,-0.14239782,0.05395325
1.53,-0.42319557,-0.108280696,0.31486547,0.2655538,-0.369086,0.1029984,0.090173416,0.0801369,0.011118388,-0.051593326,-0.1515325,0.037045352
1.54,-0.42048153,-0.028990509,0.39139086,0.22440016,-0.40603134,0.18106216,0.25148413,0.31548363,0.25985232,0.15740338,-0.0531156,0.0753413
1.55,-0.06820777,0.013601323,0.081848465,0.027169239,-0.07514022,0.047450636,0.34152395,0.67791903,0.8748888,0.9716465,0.6656389,0.5156947
1.56,0.06887685,0.21161275,0.1427044,-0.14056629,-0.036954287,0.1769565,-0.4057489,-0.22002092,0.2132695,0.5889938,0.6550003,0.65821534
1.57,-0.37260112,0.052572757,0.4251777,0.15980184,-0.39893055,0.23852423,-1.3642788,-1.8233287,-1.5671824,-1.0654597,-0.36964938,0.20107877
1.58,-0.31786495,-0.1202513,0.19755343,0.21877852,-0.25775677,0.038307603,-0.9540511,-1.2064487,-1.1319207,-0.77932453,-0.2471453,0.2449049
1.59,-0.30823478,-0.12324186,0.1850093,0.21548057,-0.24653184,0.030585798,-0.27177426,-0.28797057,-0.3292048,-0.26359448,-0.13568246,0.18180487
1.6,-0.3654715,-0.09439172,0.271038,0.22965847,-0.3181669,0.08808607,-0.040128946,-0.03419789,-0.09200988,-0.10016769,-0.12727761,0.10473627
1.61,-0.36629733,-0.08779585,0.27850017,0.2267277,-0.32234293,0.09509208,0.06363183,0.10816668,0.035340823,-0.010585555,-0.099992104,0.096631736
1.62,-0.3774631,-0.10271738,0.27466065,0.23988812,-0.32607156,0.08577869,0.07648803,0.116471484,0.040831257,-0.013413201,-0.112536065,0.08087148
1.63,-0.37378958,-0.09942538,0.27440777,0.23625924,-0.32413986,0.08725158,0.110040314,0.16110393,0.084133275,0.015809806,-0.10118761,0.08705433
1.64,-0.3704267,-0.09701698,0.27356777,0.23346421,-0.32197186,0.08800861,0.11361673,0.16501066,0.08834202,0.020065445,-0.09826853,0.08683735
1.65,-0.368565,-0.09569299,0.27273384,0.23181652,-0.32067722,0.08825087,0.12318406,0.18522963,0.110909715,0.031027772,-0.09645061,0.08473003
1.66,-0.37083638,-0.09388519,0.27694705,0.23205307,-0.3238591,0.09130027,0.12886102,0.19535767,0.12300744,0.038801804,-0.092264265,0.08562661
1.67,-0.3674936,-0.09088997,0.27657583,0.2288189,-0.32218865,0.09265378,0.13976046,0.20826566,0.13923454,0.05278527,-0.083366275,0.091753215
1.68,-0.3591176,-0.08881127,0.27035284,0.22379541,-0.3148491,0.09045962,0.1478578,0.22549681,0.1537889,0.06629544,-0.07757952,0.09628338
1.69,-0.35739082,-0.08001173,0.27752036,0.2185006,-0.31750286,0.09848861,0.15198068,0.23731695,0.16843814,0.07590345,-0.07192222,0.10177286
1.7,-0.35759985,-0.07381947,0.28380314,0.21547386,-0.32073903,0.10476598,0.15310588,0.25188792,0.18338493,0.08457218,-0.068570346,0.10042482
1.71,-0.35616994,-0.06820551,0.28789133,0.2119248,-0.32206726,0.10947827,0.16405755,0.27285174,0.2042752,0.099508725,-0.0586921,0.106629685
1.72,-0.34318325,-0.05918899,0.28398266,0.20101936,-0.31365442,0.11213262,0.17213297,0.2930819,0.2225512,0.1120936,-0.049921643,0.110896274
