time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.23,-0.19846278,0.013209823,0.21157177,0.09266004,-0.20499057,0.11245845,-0.13444413,-0.18222977,0.054596707,0.0510559,-0.044013314,0.044652093
0.24,-0.19668907,0.0096599,0.20619524,0.09344973,-0.20147108,0.10804268,-0.13540769,-0.18447009,0.06340604,0.05291519,-0.0403348,0.052684255
0.25,-0.19325288,0.012363758,0.20543902,0.090324275,-0.19931261,0.108902566,-0.1423752,-0.19144084,0.05005086,0.044400316,-0.046694174,0.04553959
0.26,-0.19073258,0.012165521,0.20291981,0.08927111,-0.19676411,0.10751044,-0.14458245,-0.19261783,0.049061067,0.0399497,-0.05265962,0.025346726
0.27,-0.1941725,0.012272495,0.20630068,0.09097643,-0.20025302,0.10927729,-0.14538787,-0.18870243,0.05163359,0.041513056,-0.049734727,0.03882486
0.28,-0.19487798,0.0017035373,0.19659726,0.09657818,-0.19562568,0.099088535,-0.14913233,-0.19397946,0.045521107,0.03726838,-0.052235313,0.042969707
0.29,-0.19675955,0.007866079,0.20460066,0.09446233,-0.20069568,0.1062758,-0.15157025,-0.19238183,0.05002938,0.040605795,-0.048205175,0.041822366
0.3,-0.18254127,0.008189565,0.19062324,0.08706231,-0.18646203,0.09937554,-0.15704031,-0.19697921,0.04264259,0.032799285,-0.058166966,0.028351208
0.31,-0.19506009,0.007612064,0.20256491,0.09383102,-0.19872849,0.10494044,-0.15297745,-0.19470492,0.043918356,0.033239234,-0.05641081,0.057270907
0.32,-0.17661533,0.01182158,0.18841472,0.08238016,-0.18246453,0.09993396,-0.16097705,-0.20152853,0.037375264,0.025066784,-0.062748715,0.002490013
0.33,-0.19245534,0.019574556,0.21192062,0.086414784,-0.20219766,0.11575655,-0.16249536,-0.19804397,0.04269122,0.032650158,-0.056667555,0.03163228
0.34,-0.18676078,0.011537294,0.19807656,0.087582566,-0.19245873,0.104795836,-0.15989596,-0.19703127,0.033898547,0.03302053,-0.051737893,0.051992908
0.35,-0.17852037,0.029934581,0.20855862,0.074366,-0.19349712,0.11927652,-0.15300235,-0.19218822,0.052929793,0.047011547,-0.03982043,0.044683836
0.36,-0.17373632,0.04905904,0.22266252,0.062433112,-0.19813962,0.13593656,-0.12948851,-0.16855125,0.061765946,0.0517357,-0.032803692,0.060134336
0.37,-0.15059267,0.07259059,0.22316568,0.039012287,-0.18695664,0.14778677,-0.11298203,-0.1513811,0.07082525,0.055963065,-0.027904117,0.06529325
0.38,-0.14124814,0.07686876,0.21806645,0.03221422,-0.17967667,0.14744388,-0.10158314,-0.13158135,0.09267067,0.06971034,-0.017521946,0.07970784
0.39,-0.10293501,0.13476181,0.23775524,-0.015901323,-0.17034031,0.18588243,-0.08349671,-0.100997895,0.124720655,0.10645284,0.015488227,0.10579739
0.4,-0.0719999,0.17238578,0.24425574,-0.050162453,-0.1580928,0.20777713,-0.12253907,-0.10646495,0.13050894,0.121604115,0.034990262,0.12816912
0.41,-0.08327891,0.16430083,0.2473977,-0.04058696,-0.1653254,0.20538686,-0.18975632,-0.17693447,0.081360005,0.100696184,0.020337146,0.12250398
0.42,-0.10837406,0.101116724,0.20953493,0.003640645,-0.15903547,0.15519199,-0.21813527,-0.21705881,0.041530255,0.06321808,-0.018563932,0.08811595
0.43,-0.1526494,0.06886134,0.2214873,0.04188415,-0.18707283,0.14516817,-0.20052953,-0.21121308,0.03347191,0.045637272,-0.034380566,0.07717199
0.44,-0.18883547,0.03434061,0.2231336,0.077273466,-0.20606056,0.12869751,-0.18758118,-0.21175903,0.026729286,0.028798647,-0.051227055,0.04618292
0.45,-0.19989178,0.008640647,0.20831676,0.09564886,-0.20405893,0.10847425,-0.19272724,-0.22087307,0.0028517048,0.0061331913,-0.07324179,0.020793451
0.46,-0.20421307,-0.0071939332,0.19700903,0.105531886,-0.20048502,0.09476586,-0.20555918,-0.23145932,0.0030356909,0.0022372871,-0.08081778,0.017358143
0.47,-0.20805797,-0.006283618,0.20193298,0.1071695,-0.20498607,0.09775141,-0.19589812,-0.23068719,-0.00987774,-0.005520722,-0.09197904,0.009426687
0.48,-0.20290047,-0.011467415,0.19150929,0.10725404,-0.19712527,0.08997102,-0.20341574,-0.23764215,-0.003891118,-0.0037724765,-0.08869766,0.01139936
0.49,-0.23361138,-0.014644431,0.21883921,0.12409958,-0.22621764,0.10206021,-0.16612835,-0.21344359,0.006218399,-0.0019354362,-0.087287545,0.0039661927
0.5,-0.28163922,0.01812305,0.29985556,0.1318844,-0.2906641,0.1588991,-0.26800725,-0.37061894,-0.03532131,0.032064255,-0.04464959,0.057020284
0.51,-0.22990128,-0.01610055,0.21382384,0.122968554,-0.221894,0.09896207,-0.4881339,-0.70543903,-0.24824464,-0.048696876,-0.094177626,0.038364258
0.52,0.13964723,0.28463498,0.14510065,-0.21220453,-0.0027928038,0.2143851,-0.6150131,-0.6534933,-0.12781984,0.118150465,0.08847697,0.28164032
0.53,0.36812088,0.31217113,-0.055883527,-0.34020883,0.21207628,0.1280064,-0.61959517,-0.67425656,-0.18705307,0.034294773,0.016252577,0.25782585
0.54,-0.17852528,0.09226819,0.27086312,0.042976554,-0.22458258,0.18129581,-0.29430643,-0.6842014,-0.23457123,-0.059992895,-0.09583723,0.048559997
0.55,-0.44075334,-0.08773526,0.35308364,0.26430857,-0.39687437,0.13248819,-0.37574443,-0.76074374,-0.32971302,-0.13057345,-0.17441681,-0.059536543
0.56,-0.33284825,-0.14788352,0.18484984,0.24043614,-0.25897896,0.018540874,-0.44288248,-0.6424194,-0.28133988,-0.15215078,-0.20856753,-0.08748726
0.57,-0.23070943,-0.043157063,0.18751222,0.13694865,-0.20911807,0.0720677,-0.26432648,-0.31205577,-0.058010686,-0.031547736,-0.11248907,-0.0093300175
0.58,-0.20336443,-0.035978217,0.16723394,0.11969439,-0.18532638,0.065654345,-0.22427231,-0.25414371,-0.03115603,-0.023623431,-0.107483804,-0.006333726
0.59,-0.197613,-0.021365657,0.17610362,0.10943676,-0.18677613,0.07733193,-0.21215272,-0.22035675,-0.010251166,-0.012309424,-0.094876975,0.0036423125
0.6,-0.19006152,-0.031700503,0.15826564,0.11082879,-0.17414658,0.06326862,-0.21910034,-0.22166954,-0.0055809664,-0.014288172,-0.0986118,-0.0001675645
0.61,-0.19649239,-0.027044635,0.16944742,0.111695476,-0.18287596,0.07105243,-0.21250035,-0.21723647,-0.0048963437,-0.010166558,-0.0959162,0.0042927214
0.62,-0.18772216,-0.030772908,0.15709214,0.10921144,-0.1724009,0.063023195,-0.21291353,-0.21798635,-0.0075127785,-0.015493577,-0.09926914,0.004282201
0.63,-0.18596594,-0.02371451,0.16232143,0.10481904,-0.17426082,0.0692863,-0.21140294,-0.21638624,-0.0037562118,-0.010578577,-0.091937214,0.013987357
0.64,-0.18630613,-0.02522004,0.16099755,0.10577478,-0.1736835,0.06775954,-0.20790827,-0.21422854,-0.004456662,-0.0019149849,-0.08759821,0.015017663
0.65,-0.18490002,-0.014647425,0.1703872,0.0998145,-0.17768133,0.077929616,-0.21313193,-0.21662149,-0.00082291604,0.0077635506,-0.0812682,0.021778898
0.66,-0.17664912,-0.007062601,0.16974562,0.09187141,-0.17310806,0.08125275,-0.20493664,-0.21575783,0.001356419,0.012817144,-0.07474935,0.02478408
0.67,-0.18551435,-0.009877736,0.17576517,0.09773524,-0.1807124,0.08299591,-0.22059084,-0.22417887,0.0036630689,0.0142996125,-0.075318724,0.025038674
0.68,-0.1810833,-0.0067290016,0.17456304,0.093970306,-0.177937,0.08398684,-0.22166999,-0.2264773,0.0011381917,0.019284181,-0.06969206,0.039832186
0.69,-0.17520839,0.018868849,0.1940941,0.07810866,-0.18464975,0.106398374,-0.22545744,-0.23023649,0.010861617,0.030504553,-0.054895677,0.050960496
0.7,-0.17599754,0.02550806,0.201498,0.075193584,-0.1886933,0.1134464,-0.23132206,-0.23935072,0.006308292,0.03857728,-0.0405595,0.058121305
0.71,-0.17035381,0.04793597,0.2183338,0.06124557,-0.19433682,0.13302176,-0.23889863,-0.25182718,0.015968703,0.05173011,-0.027784875,0.06531553
0.72,-0.16869396,0.05792724,0.22660132,0.055332262,-0.19768254,0.1423633,-0.23720856,-0.26307642,0.0136509705,0.060809094,-0.01649973,0.089865446
0.73,-0.1673895,0.084945805,0.25240833,0.041240517,-0.20988084,0.16856147,-0.25015178,-0.28572655,0.011803609,0.078922465,0.0012458272,0.10919607
0.74,-0.16496222,0.10425334,0.26935527,0.030351993,-0.21722151,0.18639505,-0.25993145,-0.310808,0.018539194,0.100598656,0.020372638,0.13196677
0.75,-0.1607759,0.14482313,0.30567187,0.008003714,-0.23327033,0.22464776,-0.26873183,-0.34476015,0.0064860852,0.11348374,0.03998724,0.15295497
0.76,-0.16309957,0.16684559,0.33005643,-0.0018342809,-0.24656223,0.24785997,-0.27779165,-0.3820021,0.00087212195,0.13077044,0.059388243,0.17672987
0.77,-0.16573721,0.20881209,0.37454548,-0.021493025,-0.27021268,0.29113895,-0.27915442,-0.41137934,0.0003804082,0.15633917,0.08512823,0.20475884
0.78,-0.17248434,0.21344833,0.3857758,-0.020497689,-0.27911463,0.29902261,-0.2790583,-0.4464997,-0.012407805,0.16197617,0.0930727,0.2146735
0.79,-0.18312164,0.20593844,0.3890064,-0.011457039,-0.28605345,0.29698187,-0.26734024,-0.4585138,-0.017110365,0.1572231,0.08406904,0.20567615
0.8,-0.19824648,0.18151169,0.37973106,0.008423412,-0.28903717,0.28009453,-0.23813127,-0.44449335,-0.03382744,0.13319491,0.056825634,0.17360091
0.81,-0.21401699,0.148399,0.36237592,0.03276126,-0.2881208,0.2549163,-0.19145331,-0.39356643,-0.026595354,0.10384365,0.0257287,0.13215235
0.82,-0.2313142,0.091817714,0.32315838,0.06986,-0.27715176,0.20693935,-0.16008441,-0.34620094,-0.024262877,0.07595244,-0.00823262,0.10159923
0.83,-0.22927253,0.07335461,0.30256665,0.07800175,-0.26596314,0.18740758,-0.15118167,-0.3092827,-0.010449901,0.060306843,-0.0305924,0.07661962
0.84,-0.2345387,0.031946864,0.26655382,0.10119169,-0.25047112,0.14927422,-0.15531996,-0.2808812,-0.0073695914,0.04419888,-0.051376984,0.052967202
0.85,-0.21884772,0.028981874,0.24781348,0.09481727,-0.23327017,0.13842197,-0.16350257,-0.26450315,-0.0014927577,0.04097971,-0.05964675,0.04203617
0.86,-0.20517628,0.008748167,0.21383134,0.098202795,-0.20952731,0.111262314,-0.1656074,-0.2450489,-0.0009289561,0.028457467,-0.06990531,0.0319489
0.87,-0.19507024,0.010974988,0.20592254,0.092085145,-0.2004926,0.1083755,-0.17303954,-0.2326796,0.0012676384,0.018488111,-0.07557263,0.028059687
0.88,-0.18993977,-0.0010259437,0.18889001,0.095478155,-0.18941338,0.0939997,-0.17476983,-0.2159973,0.012043305,0.019907255,-0.07925945,0.022403909
0.89,-0.18467206,0.005423654,0.19009173,0.089668676,-0.18741664,0.09777196,-0.17663607,-0.21171764,0.017412817,0.024494564,-0.080402635,0.021386022
0.9,-0.18423535,-0.002330167,0.18191756,0.09340076,-0.18320343,0.08987731,-0.18040577,-0.20954385,0.019117361,0.02558522,-0.07986467,0.019340176
0.91,-0.18290874,0.0048171747,0.1879327,0.08912354,-0.18549128,0.09633548,-0.1840808,-0.20832795,0.019708341,0.026284086,-0.07971606,0.013772872
0.92,-0.18263799,-0.004339437,0.17823468,0.09346407,-0.1804034,0.08696306,-0.18367712,-0.20306619,0.020342344,0.024146326,-0.08195355,0.010403006
0.93,-0.17422917,0.005805121,0.17995982,0.08414989,-0.17705536,0.09287954,-0.1886361,-0.20326109,0.026599035,0.02641805,-0.08151157,0.015494226
0.94,-0.1687205,0.0026978615,0.17132926,0.083072655,-0.17006943,0.086933464,-0.18863055,-0.20103243,0.022738745,0.02482215,-0.082175575,0.018801672
0.95,-0.1785215,0.00070485944,0.17922895,0.08898068,-0.17893818,0.08995064,-0.19412027,-0.20597431,0.028104598,0.02448998,-0.08378524,0.011135605
0.96,-0.17188253,-0.0037372746,0.16811505,0.0876906,-0.17002581,0.08219236,-0.1921532,-0.20295663,0.030504877,0.025399085,-0.08340361,0.012484887
0.97,-0.17481391,-0.0048272796,0.17008477,0.089689806,-0.17235592,0.08268575,-0.19785564,-0.20717172,0.026815763,0.024664583,-0.083005324,0.011928184
0.98,-0.17850563,-0.015323641,0.16316664,0.09690324,-0.17079504,0.073867284,-0.19983561,-0.20426725,0.032833267,0.031201608,-0.08024825,0.0047372947
0.99,-0.17538787,-0.010350601,0.16486843,0.092871994,-0.17007335,0.07747277,-0.20105162,-0.20291547,0.029954266,0.03310753,-0.08078742,0.0073029273
1.0,-0.1770767,-0.016356079,0.16088137,0.09669762,-0.16901292,0.07238955,-0.20227733,-0.20176275,0.028161112,0.029605806,-0.08547847,0.008346996
1.01,-0.17076576,-0.009311698,0.16148004,0.089914925,-0.16618913,0.07623171,-0.20158146,-0.20245351,0.026381942,0.029987678,-0.085615255,0.008817468
1.02,-0.17367674,-0.014424948,0.15915652,0.09413333,-0.16643895,0.07237397,-0.20127963,-0.20178768,0.03156601,0.03326443,-0.08505666,0.007245222
1.03,-0.17348026,-0.0077591487,0.16571559,0.0905172,-0.16947854,0.07894523,-0.20352356,-0.20342723,0.024934614,0.033388313,-0.08458422,0.0017283617
1.04,-0.17248526,-0.0155552,0.15684931,0.094076365,-0.16457313,0.070569836,-0.2022359,-0.20133035,0.030970274,0.037053093,-0.0844799,0.0033140501
1.05,-0.1662871,-0.007580399,0.15886906,0.08696524,-0.1625796,0.07564751,-0.20039712,-0.19915122,0.031512674,0.042414382,-0.07792569,0.0055901236
1.06,-0.16590905,-0.012815742,0.15323022,0.08938412,-0.1596196,0.07014866,-0.2003715,-0.19924095,0.032416668,0.040100623,-0.08051163,0.004316836
1.07,-0.16403729,-0.006314118,0.15772434,0.08512522,-0.16079295,0.07571572,-0.19854173,-0.19757107,0.038285997,0.041721165,-0.07949213,0.014546027
1.08,-0.17390883,-0.027032143,0.14691171,0.100435644,-0.16040376,0.05991451,-0.20162357,-0.1974266,0.0330068,0.04260016,-0.081869654,0.0014407631
1.09,-0.16696247,-0.0067962604,0.16020225,0.08687808,-0.1634793,0.07666274,-0.19364892,-0.19006783,0.03587684,0.049007516,-0.073772214,0.0076842043
1.1,-0.15244325,0.013225389,0.16549525,0.06956115,-0.158899,0.089389,-0.16022342,-0.16070163,0.066048406,0.07071475,-0.055874266,0.0232671
1.11,-0.1377916,0.035889804,0.1735881,0.0510361,-0.1557165,0.1047002,-0.13876392,-0.13609341,0.08679704,0.084256314,-0.04448579,0.032332033
1.12,-0.1202604,0.040999908,0.16122876,0.039694894,-0.14077285,0.10109926,-0.1245241,-0.11633473,0.09779606,0.09038475,-0.039131247,0.036277283
1.13,-0.09168197,0.08783547,0.17937472,0.0019825136,-0.13550259,0.13352934,-0.105151646,-0.08479663,0.12956361,0.12101399,-0.010479622,0.06396972
1.14,-0.05325784,0.1264579,0.17974873,-0.036614712,-0.11645867,0.15311481,-0.13325605,-0.07579616,0.15411095,0.14924036,0.016592212,0.09564129
1.15,-0.06694387,0.12196337,0.1888862,-0.027616305,-0.12782997,0.15554748,-0.21067983,-0.15254454,0.10389511,0.13169013,0.006196867,0.08870658
1.16,-0.086470306,0.060042012,0.14655057,0.013243157,-0.11646552,0.103119686,-0.23018114,-0.1922489,0.06581911,0.09692319,-0.02639826,0.05982596
1.17,-0.12588596,0.030824648,0.15685354,0.047560975,-0.14132673,0.093838766,-0.21459743,-0.18591559,0.06527165,0.08579738,-0.040088296,0.045466896
1.18,-0.16108853,-0.0058483267,0.15531638,0.083445884,-0.15828067,0.07474553,-0.20271939,-0.17972562,0.056755643,0.07072905,-0.057165574,0.027866213
1.19,-0.1652905,-0.02583103,0.13943905,0.09556603,-0.15231714,0.05676622,-0.2042733,-0.1877346,0.04618691,0.05463241,-0.075288266,0.005437342
1.2,-0.17705062,-0.04519228,0.1318408,0.11112421,-0.15448375,0.04332001,-0.21369608,-0.20092522,0.034948003,0.046734307,-0.08074196,-0.0050849323
1.21,-0.18250938,-0.046103846,0.1365615,0.11427267,-0.15951672,0.04527215,-0.20602857,-0.19462305,0.028748905,0.039445028,-0.08925887,-0.011503897
1.22,-0.17604205,-0.047869295,0.12823778,0.111924715,-0.15211011,0.040121228,-0.21453059,-0.19682057,0.03477527,0.04412747,-0.08441869,-0.0012877742
1.23,-0.1966455,-0.054795966,0.141737,0.1256903,-0.16915677,0.043530762,-0.18132007,-0.17870386,0.040121093,0.0390566,-0.09194866,-0.012030981
1.24,-0.248196,-0.024631763,0.2236042,0.13631642,-0.23584685,0.09943961,-0.25205877,-0.30918938,0.016057022,0.07751146,-0.043509815,0.033581074
1.25,-0.2085242,-0.06392181,0.14451931,0.1362552,-0.17653978,0.040362924,-0.48662528,-0.65691555,-0.19918711,-0.012333721,-0.09897283,0.015391632
1.26,0.095345356,0.20116234,0.10580254,-0.14820902,-0.0052686865,0.15336913,-0.6038667,-0.63245815,-0.1030953,0.13861428,0.068288244,0.24479324
1.27,0.36976954,0.3080991,-0.061614703,-0.3390036,0.21585569,0.1231488,-0.6546142,-0.66750383,-0.14206381,0.10348909,0.05154164,0.27183118
1.28,-0.11542063,0.069191456,0.18460883,0.02306983,-0.15002906,0.12682001,-0.38907757,-0.7551746,-0.25242195,-0.03415102,-0.100299455,0.045545697
1.29,-0.41908136,-0.11800897,0.3009418,0.26871657,-0.36006534,0.09129549,-0.44296652,-0.8135001,-0.33047807,-0.096857145,-0.17078233,-0.069952756
1.3,-0.31779677,-0.17342757,0.144415,0.24560997,-0.23101492,-0.014564069,-0.4634923,-0.63474613,-0.2680968,-0.116896905,-0.20579119,-0.11310411
1.31,-0.21687908,-0.066883944,0.14995657,0.14194949,-0.18352729,0.041479997,-0.26977167,-0.27887774,-0.01862051,0.0112056285,-0.10237574,-0.024817878
1.32,-0.18280166,-0.060480118,0.122409835,0.12171243,-0.15256688,0.030918472,-0.22747202,-0.20676118,0.020642204,0.022217788,-0.092973694,-0.018273074
1.33,-0.1830679,-0.04474541,0.13846159,0.113934845,-0.16084923,0.046893463,-0.21702495,-0.18249193,0.041603502,0.03908475,-0.07829959,-0.007583199
1.34,-0.1758518,-0.053098343,0.12267333,0.11455106,-0.14939491,0.034836166,-0.21500567,-0.18127176,0.041480996,0.035455395,-0.08379515,-0.008515367
1.35,-0.17984688,-0.044085193,0.13581388,0.11201421,-0.15785554,0.04579761,-0.21367668,-0.17693442,0.045900255,0.04102587,-0.07867419,-0.0050811074
1.36,-0.17867923,-0.055436816,0.12340779,0.117241666,-0.1511324,0.03396791,-0.21241735,-0.1740548,0.04705618,0.045017857,-0.076668434,-0.0009518217
1.37,-0.18035975,-0.041183997,0.13936827,0.11079569,-0.15980999,0.049122166,-0.21208358,-0.17457253,0.050609425,0.046611287,-0.07522122,0.002164352
1.38,-0.17458093,-0.038468104,0.13622488,0.1064427,-0.15535699,0.048901215,-0.21278979,-0.17256287,0.054924723,0.05005502,-0.070394196,0.0065795965
1.39,-0.17639889,-0.030741517,0.14561771,0.10361496,-0.1609328,0.057462774,-0.21441562,-0.17127737,0.057091586,0.05611202,-0.06447459,0.011849502
1.4,-0.17599678,-0.03277627,0.14331384,0.10440635,-0.15949439,0.055171646,-0.2156381,-0.17079884,0.055557355,0.060384758,-0.062543176,0.013759126
1.41,-0.1725523,-0.018795898,0.15349512,0.09574247,-0.16308782,0.06724904,-0.21277687,-0.16998208,0.06025887,0.06620801,-0.053922165,0.025792357
1.42,-0.16866446,-0.016242264,0.15241657,0.09238949,-0.16052888,0.068107896,-0.21263519,-0.1701939,0.065827064,0.07417542,-0.045260184,0.02977264
1.43,-0.16390331,-0.00072355743,0.16331097,0.082289994,-0.16357233,0.081396475,-0.2157167,-0.17513646,0.06776722,0.081902534,-0.035122722,0.043705203
1.44,-0.16605368,-0.00090499484,0.16516691,0.08342442,-0.16556665,0.08224111,-0.21771151,-0.18002178,0.06947176,0.08812612,-0.027516916,0.053750683
1.45,-0.16636744,0.017575853,0.18382631,0.07438999,-0.17508928,0.10060864,-0.2227108,-0.18880945,0.07084922,0.09944992,-0.013446152,0.06433324
1.46,-0.15654826,0.04095392,0.19756857,0.05777476,-0.17709209,0.119319834,-0.22298276,-0.1996362,0.07806736,0.11722262,0.0026269462,0.089448765
1.47,-0.15437578,0.07024095,0.22429818,0.042057205,-0.1891554,0.14726202,-0.2332038,-0.22481546,0.074727535,0.13001822,0.019434988,0.11176597
1.48,-0.15181811,0.090762384,0.2425211,0.030481808,-0.19724001,0.16650602,-0.24119452,-0.25148234,0.06995181,0.14562173,0.039287254,0.13341616
1.49,-0.1562081,0.120149314,0.27652866,0.017959462,-0.21633705,0.19771546,-0.2515005,-0.28946504,0.06363804,0.15875727,0.0559901,0.15367463
1.5,-0.15942095,0.13994235,0.29950818,0.00987823,-0.22949885,0.21926725,-0.2590969,-0.3303609,0.05718815,0.17441657,0.07348206,0.17276528
1.51,-0.16948763,0.17263913,0.342171,-0.0015398609,-0.2559552,0.2568748,-0.26644844,-0.3709028,0.046953008,0.18822,0.09050853,0.19987074
1.52,-0.1732598,0.18761398,0.360762,-0.0072255773,-0.26690552,0.2737105,-0.27192605,-0.4073554,0.0345762,0.19707441,0.10189699,0.21152286
1.53,-0.17589565,0.19761805,0.37349868,-0.010889729,-0.27467704,0.28499192,-0.25757378,-0.4220181,0.02739857,0.1931334,0.09994928,0.2096044
1.54,-0.19874977,0.15198638,0.35081276,0.02355975,-0.27476272,0.2507738,-0.2247448,-0.4045566,0.024538603,0.1731309,0.078152,0.18733537
1.55,-0.2234074,0.11742569,0.34091854,0.052974794,-0.28220907,0.22861974,-0.18852583,-0.3639267,0.027453447,0.15281981,0.05512396,0.15367301
1.56,-0.21954745,0.08029565,0.29969,0.06972248,-0.25958225,0.18946755,-0.15901826,-0.31522444,0.05075159,0.12120775,0.020994987,0.12397402
1.57,-0.2285719,0.055402774,0.28386202,0.08660479,-0.25617623,0.1695609,-0.15250903,-0.2754718,0.055429835,0.11822592,0.010362441,0.09951106
1.58,-0.21634091,0.030088436,0.24649554,0.093057595,-0.23151207,0.13841443,-0.15771,-0.24249415,0.066358246,0.112131424,-0.002574197,0.08006115
1.59,-0.2115854,0.017896302,0.22948998,0.0968349,-0.220605,0.12358914,-0.16615647,-0.21853888,0.0740401,0.09662655,-0.020743547,0.06467192
1.6,-0.19564888,0.003728152,0.19937658,0.095914446,-0.19751984,0.10157864,-0.17244783,-0.19996643,0.081812724,0.083618015,-0.033814497,0.058142107
1.61,-0.19664043,-0.002382854,0.19420284,0.099546194,-0.19540066,0.09583252,-0.17771806,-0.18679197,0.08415167,0.08017785,-0.037411284,0.052666847
1.62,-0.18563606,0.0009890152,0.18645291,0.09226319,-0.18612008,0.093613364,-0.17417939,-0.16730994,0.09064614,0.085686564,-0.036867645,0.05299458
1.63,-0.17301266,0.008058617,0.18102562,0.08249415,-0.17704527,0.09451174,-0.18035701,-0.163192,0.09225998,0.07557058,-0.03676078,0.046498623
1.64,-0.17626368,1.051762e-05,0.17621656,0.088082634,-0.17623919,0.088231824,-0.17830677,-0.15335198,0.099876024,0.08026095,-0.03536654,0.047138322
1.65,-0.17764735,-0.006978279,0.17071797,0.09221921,-0.17425257,0.081851274,-0.18187305,-0.1543183,0.098154195,0.07132743,-0.04096763,0.04634607
1.66,-0.17459549,-0.0076383,0.16711187,0.09107022,-0.17084016,0.07969612,-0.17690934,-0.1481723,0.10410128,0.07585814,-0.038670916,0.04808696
1.67,-0.1658291,0.00031242933,0.16610081,0.082775764,-0.16603468,0.08330619,-0.17617717,-0.14260998,0.108887285,0.077269636,-0.038994417,0.050521597
1.68,-0.17019403,-0.008979503,0.16129105,0.08964232,-0.16577409,0.07615751,-0.17670773,-0.13924676,0.110159576,0.07690649,-0.040308617,0.044929735
1.69,-0.16840744,-0.0021792199,0.1661026,0.08527126,-0.16721891,0.08193337,-0.178397,-0.1407323,0.10799295,0.075773835,-0.04444404,0.043436065
