time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.55,0.120877035,0.23695634,0.116176546,-0.17887121,0.002572056,0.17627461,-0.11880947,-0.006014507,-0.019940473,0.028083805,0.07686262,-0.024737272
0.56,0.11796902,0.23238395,0.11439623,-0.17511986,0.0019807902,0.17314008,-0.12067265,-0.008508331,-0.025647657,0.022945963,0.0768211,-0.026384873
0.57,0.11681846,0.23643224,0.119634405,-0.1765817,-0.0012533935,0.17777582,-0.12269896,-0.009939282,-0.024536893,0.018939871,0.067493826,-0.026995951
0.58,0.11029958,0.23315309,0.122890785,-0.17165451,-0.006047349,0.17782077,-0.119963065,-0.010221616,-0.024979003,0.022751324,0.06950835,-0.027280943
0.59,0.11660975,0.23463349,0.117987126,-0.17571019,-0.00035088934,0.17584123,-0.12275419,-0.010119786,-0.024547996,0.024458043,0.069454916,-0.029921534
0.6,0.11290287,0.23680235,0.12403759,-0.1748782,-0.0053764787,0.18020174,-0.12146258,-0.012831747,-0.027461244,0.02273967,0.07111683,-0.027424747
0.61,0.11481519,0.2371992,0.12225889,-0.1760207,-0.0033811433,0.17950754,-0.1232618,-0.012926626,-0.027200568,0.020437364,0.06719662,-0.029233357
0.62,0.111077465,0.23301023,0.121843144,-0.1719344,-0.0050640265,0.17711815,-0.124536075,-0.012315172,-0.026470415,0.021291325,0.06433033,-0.030275669
0.63,0.110587284,0.23668154,0.12616523,-0.17371488,-0.0075310213,0.1811874,-0.1262261,-0.017943483,-0.03338969,0.017243715,0.06319283,-0.035739277
0.64,0.10713258,0.2360213,0.12894109,-0.17161539,-0.0107971765,0.18223909,-0.12763043,-0.01877951,-0.03401215,0.017405698,0.060283486,-0.039801303
0.65,0.10516592,0.23704197,0.13195509,-0.17107944,-0.013207329,0.1841898,-0.12649533,-0.018227208,-0.032055654,0.01513659,0.059743643,-0.039360244
0.66,0.11375786,0.24826281,0.13426697,-0.18099503,-0.0099543985,0.19094701,-0.12078633,-0.009829915,-0.019564329,0.026329432,0.07400269,-0.030575762
0.67,0.11070008,0.2639177,0.15312336,-0.18732335,-0.021013932,0.20841607,-0.097272925,0.009018049,-0.0065661944,0.037331432,0.08015357,-0.020775719
0.68,0.11784222,0.28491226,0.1672308,-0.20128839,-0.02445668,0.22577801,-0.07920121,0.0225664,0.0027385019,0.044437215,0.08125714,-0.016559878
0.69,0.12538739,0.29610646,0.1709373,-0.21072578,-0.022531833,0.23335359,-0.0782168,0.030364012,0.008599179,0.04974182,0.08619553,-0.013769853
0.7,0.13258901,0.32589456,0.19335464,-0.22934975,-0.030071666,0.2593943,-0.07623729,0.038603988,0.02249933,0.07380162,0.11014071,0.009938382
0.71,0.16742206,0.36617932,0.19873124,-0.26671508,-0.015424004,0.28233996,-0.10604675,0.046134707,0.040140383,0.08780853,0.12379884,0.026650984
0.72,0.16210473,0.34876046,0.18686059,-0.25541002,-0.012151179,0.26761013,-0.12539735,0.02076742,0.019347528,0.07075125,0.1102571,0.011290763
0.73,0.15682758,0.3298405,0.17292936,-0.24338302,-0.007797049,0.25119963,-0.14039555,0.010532739,0.012998804,0.06400048,0.10883737,0.009065939
0.74,0.14818706,0.31501165,0.16682604,-0.231537,-0.008969124,0.24061507,-0.14739846,0.01018886,0.016480738,0.06895903,0.10787832,0.006951709
0.75,0.11911517,0.2701016,0.15111305,-0.19447128,-0.015791956,0.21031347,-0.14465702,-0.008537208,-0.0073800874,0.042834606,0.07992528,-0.019646855
0.76,0.112234786,0.24461135,0.13230295,-0.17854741,-0.009774534,0.18822399,-0.14400505,-0.023184605,-0.024525741,0.025243346,0.06426006,-0.028796408
0.77,0.10631192,0.23003541,0.12395523,-0.1681189,-0.008655289,0.1767044,-0.14594309,-0.031489737,-0.04095941,0.004791776,0.046859574,-0.045644894
0.78,0.103257135,0.23229167,0.1290982,-0.16775967,-0.012756197,0.18065636,-0.14752871,-0.03968314,-0.04484294,0.003191425,0.046868823,-0.04488504
0.79,0.101272255,0.226487,0.12514412,-0.16394173,-0.011633093,0.17566745,-0.13952707,-0.024923824,-0.03602451,0.009384941,0.03825357,-0.045807708
0.8,0.098485835,0.23045462,0.13211247,-0.16466354,-0.016594296,0.1811334,-0.15164052,-0.04870612,-0.04693153,0.01023086,0.042736176,-0.048184592
0.81,0.085732624,0.23454042,0.14888144,-0.16019489,-0.031290017,0.191548,-0.08482244,0.07189538,0.010046481,0.023491098,0.026276961,-0.07151049
0.82,0.11856583,0.17236535,0.053863153,-0.14535715,0.032553263,0.11292228,0.07087369,0.31975847,0.1453044,0.034906767,-0.05555413,-0.1624639
0.83,0.34283295,0.032428738,-0.31043163,-0.18774064,0.32693207,-0.1391116,0.09484191,0.5763712,0.43675014,0.13592146,-0.08103878,-0.20546581
0.84,0.69549614,0.37664178,-0.31933755,-0.5363138,0.5078998,0.02838558,-0.19069313,0.1955684,0.8097291,0.6702229,0.3975622,0.19015658
0.85,0.44967708,0.47793692,0.028192619,-0.46384877,0.21108073,0.2527306,-0.09109587,-0.2856334,0.7924238,0.8176737,0.46787122,0.27754718
0.86,-0.044658706,0.12905811,0.17382126,-0.042113684,-0.10897778,0.15123118,0.06915552,-0.56041986,-0.23051398,-0.013412225,-0.04910046,-0.08544223
0.87,-0.13974524,0.15310892,0.29275158,-0.0066513903,-0.21603964,0.2227069,-0.08250376,-0.62671834,-0.46239126,-0.22225207,-0.09799136,-0.14494127
0.88,-0.04514889,0.094524466,0.139745,-0.024752038,-0.09212086,0.11694036,-0.075840026,-0.26288417,-0.1783914,-0.12668629,-0.09415691,-0.16683695
0.89,0.06966494,0.16633832,0.096627,-0.117912255,-0.013226397,0.13115333,-0.116964765,-0.060644317,-0.053760506,-0.028423844,-0.012111076,-0.09517208
0.9,0.11975239,0.23189512,0.11205444,-0.17591043,0.0041538016,0.17160589,-0.10460506,0.07093068,0.056206383,0.042392563,0.039047662,-0.056370858
0.91,0.121158086,0.23763762,0.11644954,-0.17937882,0.0025873736,0.176852,-0.10847884,0.062948115,0.042123694,0.035405517,0.051594157,-0.049031332
0.92,0.1300914,0.2377265,0.10764244,-0.18370855,0.011435882,0.17244108,-0.10764263,0.08874102,0.07379453,0.049896073,0.049296938,-0.044787146
0.93,0.1326156,0.23760962,0.10502587,-0.18511242,0.014081847,0.17102166,-0.11714266,0.09001249,0.06870266,0.044767946,0.043114748,-0.046821
0.94,0.1393335,0.24579519,0.10638076,-0.19250575,0.016829338,0.17582762,-0.12104909,0.10167832,0.083282396,0.05545477,0.05503684,-0.045209453
0.95,0.1448126,0.24606366,0.101093456,-0.19536692,0.022126716,0.17319386,-0.123223916,0.1112633,0.090964556,0.058068275,0.053771403,-0.04699369
0.96,0.15345348,0.25434774,0.10085218,-0.20401296,0.026575845,0.17734942,-0.11770511,0.12955922,0.10452904,0.061288044,0.05006619,-0.0454062
0.97,0.14932539,0.2484068,0.09895053,-0.19881217,0.025436727,0.1734627,-0.112668864,0.14718695,0.120002456,0.070575565,0.0536743,-0.047466606
0.98,0.1625888,0.24973579,0.08700587,-0.20597543,0.03794405,0.16809365,-0.11572039,0.16655806,0.14048399,0.082578376,0.058265172,-0.042153213
0.99,0.17970945,0.25983012,0.08014526,-0.21985266,0.050026774,0.16989717,-0.11410839,0.18892948,0.16382071,0.094143406,0.059701018,-0.04002558
1.0,0.18435545,0.26176646,0.07767346,-0.22314708,0.05357657,0.16958252,-0.11577909,0.21552046,0.19171996,0.10238085,0.0636945,-0.040806994
1.01,0.19718347,0.2577339,0.060644258,-0.2274043,0.06850636,0.15901378,-0.11874917,0.24604182,0.22135752,0.113897786,0.059821323,-0.0420815
1.02,0.21028554,0.2613572,0.050983634,-0.23585461,0.07998823,0.15593249,-0.12137554,0.2827153,0.25956425,0.12854356,0.05626442,-0.039796323
1.03,0.2408289,0.26932228,0.028618839,-0.25510627,0.10641084,0.14872637,-0.12794232,0.32585365,0.30426285,0.1498237,0.06502749,-0.03574805
1.04,0.26723444,0.2713394,0.004258276,-0.26924634,0.13169906,0.13753599,-0.13285397,0.3775336,0.35465682,0.1680483,0.06805838,-0.03560525
1.05,0.29771844,0.27125573,-0.026384624,-0.28441846,0.16231722,0.12226787,-0.1369545,0.43921268,0.4180612,0.18851112,0.06639092,-0.03948412
1.06,0.33841732,0.27492622,-0.063598186,-0.30655688,0.20125166,0.10547304,-0.14443736,0.49949855,0.47590718,0.20793965,0.061690312,-0.039798684
1.07,0.36927703,0.27087665,-0.09848924,-0.32002822,0.2341418,0.08593286,-0.15055247,0.55747044,0.53494984,0.22619833,0.06352088,-0.04277269
1.08,0.4017752,0.26874435,-0.13297436,-0.3352453,0.2675717,0.06755548,-0.15423992,0.61211777,0.58498925,0.23845439,0.057003092,-0.04805041
1.09,0.4269236,0.2755577,-0.15150046,-0.351124,0.28949714,0.061752807,-0.14986652,0.65863013,0.6248722,0.25220308,0.055913884,-0.047719058
1.1,0.4422016,0.27885854,-0.16331314,-0.36038873,0.30305174,0.057459857,-0.14172447,0.6861527,0.64880913,0.26777735,0.061026316,-0.049986284
1.11,0.43733346,0.28645098,-0.15076914,-0.3619059,0.29440483,0.06749213,-0.123171374,0.6822222,0.6482424,0.27417243,0.06062462,-0.05065761
1.12,0.40545538,0.30559143,-0.099887356,-0.35554403,0.25284052,0.10257142,-0.10446041,0.6299777,0.5938232,0.26399335,0.06579614,-0.040869664
1.13,0.35085157,0.3193796,-0.03142909,-0.33511195,0.19142038,0.14355221,-0.08519589,0.5373148,0.50249255,0.24191871,0.07766177,-0.028828474
1.14,0.2837125,0.3144874,0.030728942,-0.29900458,0.12671942,0.17238012,-0.07869463,0.42211074,0.39004308,0.2047247,0.07875162,-0.025162244
1.15,0.2315936,0.31564233,0.08405126,-0.27363706,0.07394887,0.19953158,-0.08156086,0.31170663,0.28237796,0.16328384,0.0809474,-0.022066139
1.16,0.19399673,0.31039828,0.11623949,-0.25208414,0.039155915,0.21296251,-0.08869941,0.21883278,0.18931071,0.118087806,0.06825174,-0.026534362
1.17,0.15636578,0.30602825,0.14986858,-0.2312221,0.0035272152,0.22765775,-0.09655245,0.15168145,0.12973955,0.09057769,0.059741218,-0.031557076
1.18,0.14673701,0.2872124,0.14073445,-0.21695346,0.0032001028,0.21369763,-0.101407796,0.11641891,0.0952021,0.07959082,0.065563075,-0.02904065
1.19,0.14003098,0.28299487,0.1430907,-0.21142843,-0.0012844045,0.21274972,-0.10505189,0.09340892,0.072057806,0.06001602,0.05384136,-0.03544703
1.2,0.13291442,0.28525147,0.15223658,-0.20914257,-0.009402275,0.21853001,-0.1050438,0.089449,0.06646209,0.055707715,0.049701642,-0.03888273
1.21,0.13379073,0.28596333,0.15209937,-0.20982262,-0.008977932,0.21893197,-0.111324884,0.089416735,0.06320836,0.05641529,0.049939636,-0.038692936
1.22,0.13223961,0.28543618,0.15322073,-0.20874545,-0.010183366,0.21904014,-0.10534732,0.0948633,0.06983529,0.059512086,0.051058885,-0.039380297
1.23,0.1352643,0.28068456,0.14529091,-0.20784445,-0.004734325,0.21269344,-0.1032286,0.10120271,0.074957594,0.067737274,0.054226633,-0.038258936
1.24,0.13413267,0.29489893,0.16082004,-0.21447498,-0.013150967,0.22762546,-0.10170159,0.10481462,0.07745203,0.06910861,0.056912895,-0.035929043
1.25,0.13960665,0.29868737,0.15917379,-0.21921407,-0.009584683,0.22870949,-0.10324078,0.107053705,0.08320604,0.07060281,0.05545483,-0.033947166
1.26,0.1427512,0.30456164,0.16192204,-0.22358878,-0.009428053,0.23303412,-0.10755234,0.10458645,0.0860391,0.074887216,0.06629138,-0.028172316
1.27,0.14267594,0.31024912,0.16758028,-0.2263665,-0.012151985,0.23855087,-0.10844421,0.10370948,0.08405972,0.07079623,0.06607417,-0.028492736
1.28,0.14315917,0.31386286,0.17066081,-0.22852305,-0.013527791,0.2420603,-0.109856434,0.09493428,0.07480743,0.0704258,0.059280273,-0.030635595
1.29,0.14833616,0.31693208,0.16870159,-0.23250963,-0.009954684,0.24249454,-0.11305774,0.08419183,0.06868636,0.07258827,0.06753365,-0.026082665
1.3,0.14498413,0.31590906,0.17092308,-0.23048744,-0.012685066,0.2432993,-0.121025816,0.07339838,0.06165331,0.06916209,0.06946843,-0.025549838
1.31,0.15104066,0.32040566,0.16965929,-0.23576266,-0.009091753,0.2448089,-0.12655964,0.05719628,0.047592007,0.060922153,0.06414266,-0.030933099
1.32,0.14192002,0.3147964,0.17290851,-0.22833553,-0.015280589,0.24359383,-0.13080543,0.043838236,0.03504691,0.053763438,0.060071945,-0.03403413
1.33,0.13753495,0.30904016,0.17149167,-0.22329377,-0.016623342,0.23987077,-0.13378169,0.033531558,0.02631992,0.049299583,0.057653096,-0.03241037
1.34,0.13861844,0.30677822,0.16823198,-0.22272752,-0.014528828,0.23721659,-0.13761897,0.021628724,0.013026225,0.040821984,0.05344223,-0.031332817
1.35,0.13238542,0.30583185,0.17338389,-0.21908028,-0.020288164,0.23941126,-0.13987257,0.010943804,0.0038900697,0.03582661,0.052256867,-0.037716992
1.36,0.12693003,0.30075046,0.17384024,-0.21383919,-0.023214802,0.23711652,-0.14515834,0.0021140028,-0.004273055,0.03106288,0.0516298,-0.03820468
1.37,0.121003166,0.3043522,0.18324131,-0.21268576,-0.030820861,0.24362299,-0.14511871,-0.0056480463,-0.010714654,0.021236625,0.04686092,-0.041079126
1.38,0.123498194,0.29550752,0.17204508,-0.20968299,-0.02405272,0.2336452,-0.14244871,-0.0041827364,-0.009683861,0.02412512,0.042796828,-0.0447865
1.39,0.11700076,0.29433578,0.1773449,-0.20581287,-0.029976923,0.23557748,-0.14634006,-0.009451392,-0.014405576,0.024740027,0.04622912,-0.0452718
1.4,0.11668216,0.3008938,0.18421155,-0.20876968,-0.033542376,0.24240498,-0.14932287,-0.014722919,-0.019838698,0.022390412,0.03995313,-0.049617913
1.41,0.12099836,0.29894698,0.1779888,-0.21008365,-0.028170949,0.23819572,-0.15562417,-0.019659702,-0.024026792,0.016573643,0.04098627,-0.048787046
1.42,0.114074126,0.3014872,0.1875915,-0.20775184,-0.036428373,0.24422619,-0.15008812,-0.015908385,-0.022576611,0.01850232,0.04178074,-0.049388766
1.43,0.114459,0.2917974,0.17743345,-0.20320037,-0.0312978,0.23456147,-0.1503519,-0.015617594,-0.021094976,0.020390293,0.04139156,-0.052497532
1.44,0.114013545,0.29497296,0.1812099,-0.20456904,-0.033320576,0.23789148,-0.15038423,-0.020678883,-0.02686821,0.01385339,0.037195444,-0.054157034
1.45,0.11172259,0.29423875,0.18265754,-0.20304625,-0.03512167,0.23818146,-0.15107514,-0.02180474,-0.03189974,0.004314477,0.03024734,-0.056518354
1.46,0.11189886,0.29534292,0.18351121,-0.20370595,-0.035591975,0.23910515,-0.15649733,-0.026565185,-0.030935748,0.008502739,0.03201773,-0.05357706
1.47,0.10649573,0.2919493,0.18580557,-0.19923805,-0.039490834,0.23864043,-0.15142168,-0.025188172,-0.02885181,0.013796601,0.041039497,-0.04934951
1.48,0.10181679,0.2890969,0.18736044,-0.19550933,-0.042492516,0.23805307,-0.15395415,-0.028839765,-0.03494461,0.009424598,0.03402591,-0.050651547
1.49,0.10674873,0.28956497,0.18296649,-0.19821253,-0.037820544,0.23599854,-0.1584471,-0.029841784,-0.036101144,0.0067460164,0.0271735,-0.056755885
1.5,0.108566046,0.29096526,0.18266745,-0.19974953,-0.03672017,0.23654193,-0.15733539,-0.028358867,-0.035341095,0.008362467,0.035746593,-0.055542942
1.51,0.10582541,0.29225475,0.18672648,-0.19896355,-0.04022228,0.23925065,-0.15604609,-0.032648597,-0.042266965,0.0026267576,0.026556423,-0.057920624
1.52,0.10298616,0.29117784,0.18833621,-0.19706577,-0.042406082,0.23954324,-0.15894847,-0.034262914,-0.040266424,0.002387901,0.028153041,-0.059087027
1.53,0.10549239,0.28957292,0.1840893,-0.19747196,-0.039098088,0.2365871,-0.157008,-0.030317891,-0.037758533,0.0046657864,0.037608504,-0.053686254
1.54,0.1101222,0.31287754,0.20277551,-0.21150829,-0.04612585,0.25761396,-0.14941049,-0.022467345,-0.033623688,0.010444822,0.0390631,-0.055224955
1.55,0.11501791,0.34066755,0.22567774,-0.22789365,-0.054945674,0.2829435,-0.12273359,-1.5244809e-05,-0.014632018,0.028418945,0.049617324,-0.040064182
1.56,0.117641866,0.34763154,0.22979707,-0.2326415,-0.055769004,0.28848213,-0.11306522,0.0072002388,-0.008054422,0.030147241,0.050794113,-0.036877055
1.57,0.12597774,0.37001124,0.2441494,-0.2480416,-0.058832698,0.30688018,-0.110903606,0.012049878,-0.0027972958,0.04012907,0.06249447,-0.033955358
1.58,0.14296299,0.4036748,0.26073134,-0.27332902,-0.05862558,0.33196855,-0.12842934,0.020166604,0.011397409,0.060281288,0.08493111,-0.01461843
1.59,0.16355893,0.4264686,0.2629744,-0.29498336,-0.04953358,0.344562,-0.16095535,0.017425353,0.018848639,0.06919636,0.092949815,-0.0014678845
1.6,0.1509678,0.3948405,0.24392188,-0.27291688,-0.046227805,0.3191806,-0.17093547,-0.011116686,-0.008241732,0.047284458,0.075230464,-0.014909992
1.61,0.15260911,0.38155958,0.22882695,-0.2669952,-0.037887443,0.30498156,-0.17434762,-0.0043229507,0.003570788,0.05174183,0.08056026,-0.010783699
1.62,0.12839048,0.35826457,0.22999997,-0.24326225,-0.05062518,0.29390362,-0.18097432,-0.017572004,-0.01193275,0.037415788,0.07009836,-0.021462163
1.63,0.11185704,0.319146,0.20721689,-0.21548204,-0.047510505,0.26294047,-0.18073489,-0.037268497,-0.036623847,0.014276557,0.044958442,-0.046189
1.64,0.10255366,0.29955423,0.1969871,-0.20103596,-0.04704783,0.24813826,-0.17739564,-0.04692007,-0.0480283,0.00038777382,0.029296415,-0.059539024
1.65,0.09702615,0.28981432,0.19279537,-0.1935104,-0.047601394,0.24106528,-0.1878101,-0.061808825,-0.06145003,-0.015229777,0.017625032,-0.07045467
1.66,0.09550691,0.29061323,0.19493973,-0.19314191,-0.04957864,0.24258883,-0.17790611,-0.052496325,-0.05313741,-0.009481958,0.020634925,-0.07196883
1.67,0.09608745,0.28401786,0.18772537,-0.18998307,-0.04550152,0.2356317,-0.18110861,-0.0556329,-0.054651905,-0.008521755,0.02627703,-0.06856082
1.68,0.07901764,0.28590196,0.20681714,-0.18250062,-0.0635665,0.24608329,-0.16604823,-0.037484992,-0.048181057,-0.011053786,0.017899139,-0.07554434
1.69,0.08643115,0.29959905,0.2131107,-0.19309404,-0.06320114,0.25612321,-0.042277206,0.16767691,0.047701824,0.010933605,-0.026559338,-0.1262923
1.7,0.20096184,0.16005175,-0.04084166,-0.180478,0.12117358,0.05934979,0.09567796,0.47879654,0.27935264,0.054189634,-0.11785392,-0.23407362
1.71,0.5536712,0.2374185,-0.31655115,-0.39581096,0.43556678,-0.03986413,-0.07624848,0.39951476,0.58485633,0.36907652,0.12848605,-0.03958553
